location,year,gni_pc_usa,iso3,gni_pc_ppp,who_region,scenario,scenario_label,intervention_family,htn_target_scenario,deaths_baseline,deaths_intervention,deaths_averted,life_years_gained_undisc,life_years_gained_disc,avg_age_of_death_averted,population,age_ref_5y,adult_population,avg_adult_age,le_avg_adult,le_avg_adult_disc,total_national_gni,vsl_preferred,vsl_transfer_prefloor,vsl_floor,vsl_gni100,vsl_gni160,vsl_e1_0,vsl_e1_5,vsl_e1_2,vsl_preferred_gni_ratio,vsly_preferred,vsly_gni100,vsly_gni160,vsly_e1_0,vsly_e1_2,vsly_e1_5,economic_value_preferred,economic_value_gni100,economic_value_gni160,economic_value_e1_0,economic_value_e1_2,economic_value_e1_5,vsly_value_preferred,vsly_value_gni100,vsly_value_gni160,vsly_value_e1_0,vsly_value_e1_2,vsly_value_e1_5,disc_bca_primary,disc_bca_3pct,disc_bca_2xg,disc_r1,disc_r3,disc_r5,gni_pc_disc_r3,economic_value_preferred_disc,vsly_value_preferred_disc,economic_value_e1_2_disc_r3,vsly_value_e1_2_disc_r3,economic_value_e1_5_disc_r3,vsly_value_e1_5_disc_r3,bca_base_year,bca_currency_basis,bca_price_year,bca_standing,bca_scope,cost_to_bca_currency_factor
Indonesia,2035,84050.2073341125,IDN,19385.2147660882,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,930075.423534507,907779.260581789,22296.1629527178,312217.845835456,241062.867002781,67.9875190948876,304566622,38,209141644,38.0925247938665,37.5179,22.336869947743,5904089378052.02,1489554.89627229,1489554.89627229,387704.295321765,1938521.47660882,3101634.36257412,3101634.36257412,1489554.89627229,2313007.09566271,76.8397417436956,39702.5125679288,51669.2425911052,82670.7881457683,82670.7881457683,61650.7612543002,39702.5125679288,33211358694.3057,43221590729.8135,69154545167.7015,69154545167.7015,51571183115.6883,33211358694.3057,12395832948.2138,16132059617.7445,25811295388.3911,25811295388.3911,19248467872.9336,12395832948.2138,0.744093914896725,0.744093914896725,0.485729663031194,0.905286954692983,0.744093914896725,0.613913253540759,14424.4203464124,24712369909.8853,9223663866.84225,38373803540.4084,14322667815.335,24712369909.8853,9223663866.84225,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2036,84847.8568068913,IDN,19931.358148438,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,941635.342412006,913082.203875791,28553.1385362153,400370.503002773,309143.394454562,68.0411867678319,306135098,38,209707744,38.1720859960231,37.6267,22.3721777431964,6101688280045.16,1545627.66981622,1545627.66981622,398627.162968759,1993135.8148438,3189017.30375008,3189017.30375008,1545627.66981622,2386910.1925988,77.5475338060366,41077.9491641897,52971.3159762562,84754.1055620098,84754.1055620098,63436.6073187071,41077.9491641897,44132520981.67,56910283042.7272,91056452868.3636,91056452868.3636,68153777402.7777,44132520981.67,16446399169.189,21208152422.1325,33933043875.412,33933043875.412,25398146380.9801,16446399169.189,0.722421276598762,0.722421276598762,0.4518914130494,0.896323717517805,0.722421276598762,0.584679289086437,14398.8371979417,31882272147.0997,11881228683.2583,49235738876.3425,18348161331.7899,31882272147.0997,11881228683.2583,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2037,85653.076096588,IDN,20492.8881332929,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,954747.297260637,919363.61640949,35383.6808511474,496426.289729246,383342.229248339,68.1176515823343,307646417.5,38,210190975.5,38.2494964918225,37.7369,22.407824303554,6304563618435.84,1603811.24568154,1603811.24568154,409857.762665859,2049288.81332929,3278862.10132687,3278862.10132687,1603811.24568154,2463174.57400607,78.2618455363534,42499.81439073,54304.6411689697,86887.4258703516,86887.4258703516,65272.3083773726,42499.81439073,56748745262.6768,72511381342.6703,116018210148.272,116018210148.272,87156183007.2918,56748745262.6768,21098025172.1717,26958251530.5897,43133202448.9436,43133202448.9436,32402889869.8423,21098025172.1717,0.701379880192973,0.701379880192973,0.420410497298925,0.887449225265154,0.701379880192973,0.556837418177559,14373.299423737,39802428153.4378,14797730367.5661,61129593195.7311,22726735014.8161,39802428153.4378,14797730367.5661,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2038,86465.9370419363,IDN,21070.2382103635,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,969086.366666108,926340.972126598,42745.39453951,599778.486440812,463191.958186915,68.2110140158651,309096448,38,210614083.5,38.326280792139,37.8496,22.4441596454891,6512735789337.25,1664185.08286697,1664185.08286697,421404.764207271,2107023.82103635,3371238.11365817,3371238.11365817,1664185.08286697,2541875.68549623,78.9827369891065,43968.3664521413,55668.3246596095,89069.3194553752,89069.3194553752,67157.2668006063,43968.3664521413,71136247953.9157,90065564534.345,144104903254.952,144104903254.952,108653479046.924,71136247953.9157,26371280281.9402,33388663507.0363,53421861611.258,53421861611.2581,40279483835.1694,26371280281.9402,0.680951339993178,0.680951339993178,0.391122692609802,0.878662599272429,0.680951339993178,0.530321350645295,14347.8069433225,48440323366.3058,17957558645.3229,73987732151.9234,27428368491.7922,48440323366.3058,17957558645.3229,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2039,87286.5121634309,IDN,21663.8540821491,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,984958.042332389,934326.386669013,50631.6556633762,710011.610531782,548412.630993695,68.3179823178273,310481120,38,210980627.5,38.4016241467478,37.9582,22.4790587840769,6726217678942.24,1726831.63152408,1726831.63152408,433277.081642983,2166385.40821491,3466216.65314386,3466216.65314386,1726831.63152408,2623091.38325045,79.7102687719348,45492.979949631,57072.922536235,91316.6760579759,91316.6760579759,69104.7358212573,45492.979949631,87432344555.9535,109687680022.9,175500288036.64,175500288036.64,132811459690.306,87432344555.9535,32300543961.9276,40522437647.7078,64835900236.3325,64835900236.3325,49065164775.8242,32300543961.9276,0.661117805818619,0.661117805818619,0.363875216383025,0.869962969576663,0.661117805818619,0.505067952995519,14322.3596763652,57803079790.4094,21354464750.8574,87804020818.0229,32437854078.7219,57803079790.4094,21354464750.8574,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2040,88114.8746697968,IDN,22274.1940080113,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,1001338.68824513,942371.868517277,58966.8197278505,826268.767958988,638304.894049397,68.4338917852504,311797395.5,38,211273981.5,38.4736611805652,38.0715,22.5153490807406,6945035678559.62,1791836.44555628,1791836.44555628,445483.880160226,2227419.40080113,3563871.0412818,3563871.0412818,1791836.44555628,2706902.01103974,80.4445020507507,47065.034095223,58506.2159568477,93609.9455309563,93609.9455309563,71100.4822778124,47065.034095223,105658896666.91,131343838265.357,210150141224.571,210150141224.571,159617402905.936,105658896666.91,38888367735.8076,48341858976.607,77346974362.5712,77346974362.5712,58748107892.9779,38888367735.8076,0.641861947396717,0.641861947396717,0.338525929585695,0.861349474828379,0.641861947396717,0.48101709809097,14296.9575426744,67818425174.4112,24960963445.9852,102452337067.61,37708174938.0593,67818425174.4112,24960963445.9852,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2041,88881.5613597912,IDN,22835.7817990268,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,1018505.56120716,952546.315656585,65959.2455505744,927130.228577932,715987.564260678,68.4539043013276,313041661,39,211508044,38.5431925865666,37.2583,22.2521643932287,7148551064600.92,1851987.16253594,1851987.16253594,456715.635980536,2283578.17990268,3653725.08784429,3653725.08784429,1851987.16253594,2784176.15160109,81.1002302804833,49706.7005884848,61290.4555468897,98064.7288750235,98064.7288750235,74726.3335042417,49706.7005884848,122155676010.22,150623093902.135,240996950243.415,240996950243.415,183642158439.509,122155676010.22,46084584678.4567,56824234060.8334,90918774497.3335,90918774497.3334,69281042662.5784,46084584678.4567,0.623166939220114,0.623166939220114,0.31494259526933,0.852821262206316,0.623166939220114,0.4581115219914,14230.5042483979,76123378727.6526,28718389579.304,114439721786.524,43173655302.0171,76123378727.6526,28718389579.304,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2042,89654.918983414,IDN,23411.5286140188,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,1036259.738796,964604.913833086,71654.8249629102,1010439.96243469,779897.279153174,68.4814578766309,314211282.5,39,211664653,38.6082004702977,37.3732,22.2897356001908,7356166431096.3,1914157.09771051,1914157.09771051,468230.572280377,2341152.86140188,3745844.57824301,3745844.57824301,1914157.09771051,2863656.24301516,81.7613035555615,51217.3722804177,62642.5583413217,100228.093346115,100228.093346115,76623.2552474811,51217.3722804177,137158591787.959,167754898495.168,268407837592.269,268407837592.269,205194786847.196,137158591787.959,51752079723.0287,63296544297.2177,101274470875.548,101274470875.548,77423199153.8882,51752079723.0287,0.605016445844771,0.605016445844771,0.293002188743336,0.844377487332986,0.605016445844771,0.436296687610857,14164.3598338468,82983203720.6245,31310859339.102,124146220644.166,46842308778.0173,82983203720.6245,31310859339.102,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2043,90435.0055843959,IDN,24001.7914371726,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,1054378.00710536,977834.157451942,76543.8496534213,1081954.09227192,834696.664344701,68.5334987953985,315304312,39,211742966,38.6677451259467,37.4911,22.3281553631767,7567868335865.2,1978414.03484589,1978414.03484589,480035.828743452,2400179.14371726,3840286.62994762,3840286.62994762,1978414.03484589,2945405.25873116,82.4277654451172,52770.2317308877,64019.9712389676,102431.953982348,102431.953982348,78562.7858006609,52770.2317308877,151435426435.462,183718951517.971,293950322428.754,293950322428.754,225452657292.714,151435426435.462,57094968171.3716,69266669869.1317,110826671790.611,110826671790.611,85001327597.3073,57094968171.3716,0.587394607616282,0.587394607616282,0.27259025580509,0.836017314191075,0.587394607616282,0.415520654867483,14098.5228633258,88952352890.2627,33537276425.8869,132429675166.502,49929321470.8834,88952352890.2627,33537276425.8869,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2044,91221.8797115048,IDN,24606.9362531317,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,1072929.37613925,992097.819429559,80831.5567096913,1144581.28860433,882673.469633837,68.6010388297034,316318415.5,39,211766546,38.7235784423664,37.6099,22.3667332144736,7783627085900.13,2044828.03316237,2044828.03316237,492138.725062635,2460693.62531317,3937109.80050108,3937109.80050108,2044828.03316237,3029487.96990617,83.0996598734281,54369.4089365399,65426.7526718543,104682.804274967,104682.804274967,80550.279844035,54369.4089365399,165286633124.131,198901696319.677,318242714111.484,318242714111.484,244878228640.798,165286633124.131,62230208141.2403,74886236882.3474,119817979011.756,119817979011.756,92196343101.3246,62230208141.2403,0.570286026811925,0.570286026811925,0.253600315678782,0.827739915040669,0.570286026811925,0.39573395701665,14032.9919078128,94260657289.4808,35489018148.547,139650632064.303,52578286193.8434,94260657289.4808,35489018148.547,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2045,92015.6004229417,IDN,25227.3382739225,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,1092185.24775103,1007524.42814263,84660.8196083993,1200165.61794951,925302.731208113,68.6772260475099,317249613,39,211750667,38.7759164815287,37.7245,22.4038190520642,8003363304422,2113471.50372011,2113471.50372011,504546.76547845,2522733.82739225,4036374.1238276,4036374.1238276,2113471.50372011,3115970.99672455,83.7770311228119,56023.8440196718,66872.5583478178,106996.093356508,106996.093356508,82598.0727835901,56023.8440196718,178928229723.941,213576713480.862,341722741569.379,341722741569.379,263800658458.701,178928229723.941,67237891377.7766,80258145313.3736,128413032501.398,128413032501.398,99131367063.7563,67237891377.7766,0.553675754186335,0.553675754186335,0.235933305548397,0.819544470337295,0.553675754186335,0.376889482873,13967.7655449278,99068222537.6285,37227990218.4893,146060028526.973,54886634422.5476,99068222537.6285,37227990218.4893,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2046,92766.6954417819,IDN,25797.7023007031,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,1111881.26844105,1023795.35158142,88085.9168596303,1249708.18695581,963322.933723337,68.7556078411071,318096573.5,39,211695135,38.8231983059034,37.8362,22.4398457207151,8206160706026.72,2176684.47487586,2176684.47487586,515954.046014062,2579770.23007031,4127632.3681125,4127632.3681125,2176684.47487586,3195499.82089987,84.3751295950314,57529.1513121261,68182.5931269607,109092.149003137,109092.149003137,84456.1510114618,57529.1513121261,191735247683.563,227241426002.923,363586281604.676,363586281604.676,281478531548.749,191735247683.563,71894651383.3834,85208344838.6395,136333351741.823,136333351741.823,105545543357.8,71894651383.3834,0.537549275909063,0.537549275909063,0.219497063787175,0.811430168650788,0.537549275909063,0.358942364640953,13867.5361918605,103067143558.544,38646917792.8722,151308580817.977,56735930407.4138,103067143558.544,38646917792.8722,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Indonesia,2047,93523.921418033,IDN,26380.9616682253,South-East Asia,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade,cascade_70_30_30_to_70_70_70,htncov2_aspirational,1131441.22532726,1040314.04593948,91127.1793877775,1294140.31989801,997389.007783543,68.8300642387005,318862019.5,39,211606195,38.8660139864998,37.9489,22.4760745679195,8411886713882.4,2241788.11724025,2241788.11724025,527619.233364506,2638096.16682253,4220953.86691605,4220953.86691605,2241788.11724025,3277058.4566111,84.9774979939561,59073.8629377992,69517.0654965632,111227.304794501,111227.304794501,86354.5045208452,59073.8629377992,204287827909.14,240402262636.245,384643620217.992,384643620217.992,298629093839.833,204287827909.14,76449867879.9347,89964837380.0933,143943739808.149,143943739808.149,111754846105.241,76449867879.9347,0.521892500882585,0.521892500882585,0.204205849187784,0.803396206584938,0.521892500882585,0.341849871086622,13768.0260607177,106616285407.372,39898612740.0023,155852284620.371,58324016119.6126,106616285407.372,39898612740.0023,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
