location,year,gni_pc_usa,iso3,gni_pc_ppp,scenario,scenario_label,intervention_family,htn_target_scenario,deaths_baseline,deaths_intervention,deaths_averted,life_years_gained_undisc,life_years_gained_disc,avg_age_of_death_averted,who_region,population,age_ref_5y,adult_population,avg_adult_age,le_avg_adult,le_avg_adult_disc,total_national_gni,vsl_preferred,vsl_transfer_prefloor,vsl_floor,vsl_gni100,vsl_gni160,vsl_e1_0,vsl_e1_5,vsl_e1_2,vsl_preferred_gni_ratio,vsly_preferred,vsly_gni100,vsly_gni160,vsly_e1_0,vsly_e1_2,vsly_e1_5,economic_value_preferred,economic_value_gni100,economic_value_gni160,economic_value_e1_0,economic_value_e1_2,economic_value_e1_5,vsly_value_preferred,vsly_value_gni100,vsly_value_gni160,vsly_value_e1_0,vsly_value_e1_2,vsly_value_e1_5,disc_bca_primary,disc_bca_3pct,disc_bca_2xg,disc_r1,disc_r3,disc_r5,gni_pc_disc_r3,economic_value_preferred_disc,vsly_value_preferred_disc,economic_value_e1_2_disc_r3,vsly_value_e1_2_disc_r3,economic_value_e1_5_disc_r3,vsly_value_e1_5_disc_r3,bca_base_year,bca_currency_basis,bca_price_year,bca_standing,bca_scope,cost_to_bca_currency_factor
Aceh,2035,84050.2073341125,IDN,19385.2147660882,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,19305.9561457745,19031.5413795207,274.414766253809,3889.21842253381,2981.36809961404,67.8227122181028,South-East Asia,6294883.55053398,37,4341048.73289466,37.319769583604,38.4453,22.6342199410215,122027669554.617,1489554.89627229,1489554.89627229,387704.295321765,1938521.47660882,3101634.36257412,3101634.36257412,1489554.89627229,2313007.09566271,76.8397417436956,38744.785351455,50422.8469177981,80676.555068477,80676.555068477,60163.5855530509,38744.785351455,408755858.682779,531958917.8816,851134268.61056,851134268.61056,634723301.499685,408755858.682779,150686932.965997,196105465.149302,313768744.238884,313768744.238884,233989325.298614,150686932.965997,0.744093914896725,0.744093914896725,0.485729663031194,0.905286954692983,0.744093914896725,0.613913253540759,14424.4203464124,304152747.124241,112125229.874449,472293746.289075,174110033.105489,304152747.124241,112125229.874449,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Aceh,2036,84847.8568068913,IDN,19931.358148438,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,19836.6104130254,19461.1987756947,375.411637330772,5360.85799634933,4104.36677710557,67.7475481230794,South-East Asia,6343469.10173441,37,4366501.5014816,37.467511679817,38.5545,22.6686990899015,126433954570.219,1545627.66981622,1545627.66981622,398627.162968759,1993135.8148438,3189017.30375008,3189017.30375008,1545627.66981622,2386910.1925988,77.5475338060366,40089.4232791559,51696.5805507476,82714.5288811961,82714.5288811961,61910.0284687597,40089.4232791559,580246614.229452,748246379.673113,1197194207.47698,1197194207.47698,896073863.565023,580246614.229452,214913705.355096,277138027.229392,443420843.567027,443420843.567027,331890871.170965,214913705.355096,0.722421276598762,0.722421276598762,0.4518914130494,0.896323717517805,0.722421276598762,0.584679289086437,14398.8371979417,419182499.79375,155258233.381199,647342824.443429,239765026.842804,419182499.79375,155258233.381199,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Aceh,2037,85653.076096588,IDN,20492.8881332929,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,20377.7414963937,19889.2638185694,488.477677824267,7012.05248003902,5363.66435710335,67.7271457229989,South-East Asia,6391083.02005755,38,4391875.85763721,37.608547433493,37.7369,22.407824303554,130971749380.627,1603811.24568154,1603811.24568154,409857.762665859,2049288.81332929,3278862.10132687,3278862.10132687,1603811.24568154,2463174.57400607,78.2618455363534,42499.81439073,54304.6411689697,86887.4258703516,86887.4258703516,65272.3083773726,42499.81439073,783425992.958964,1001031840.72634,1601650945.16215,1601650945.16215,1203205795.98626,783425992.958964,298010928.899717,380786993.786503,609259190.058405,609259190.058406,457692851.835428,298010928.899717,0.701379880192973,0.701379880192973,0.420410497298925,0.887449225265154,0.701379880192973,0.556837418177559,14373.299423737,549479229.081619,209018869.60788,843904337.036337,321016557.585512,549479229.081619,209018869.60788,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Aceh,2038,86465.9370419363,IDN,21070.2382103635,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,20925.008852736,20312.1559699978,612.8528827382,8830.10880015973,6749.91705450459,67.7457272859181,South-East Asia,6437516.9507632,38,4412425.59165176,37.7165662896675,37.8496,22.4441596454891,135640015635.834,1664185.08286697,1664185.08286697,421404.764207271,2107023.82103635,3371238.11365817,3371238.11365817,1664185.08286697,2541875.68549623,78.9827369891065,43968.3664521413,55668.3246596095,89069.3194553752,89069.3194553752,67157.2668006063,43968.3664521413,1019900625.44493,1291295622.72019,2066072996.3523,2066072996.3523,1557795841.4185,1019900625.44493,388245459.5377,491557363.466966,786491781.547146,786491781.547146,593005972.570708,388245459.5377,0.680951339993178,0.680951339993178,0.391122692609802,0.878662599272429,0.680951339993178,0.530321350645295,14347.8069433225,694502697.556605,264376265.918464,1060783165.64973,403808211.645981,694502697.556605,264376265.918464,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Aceh,2039,87286.5121634309,IDN,21663.8540821491,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,21488.4405184511,20740.1246601829,748.315858268186,10806.404406837,8257.33179481246,67.7925909553429,South-East Asia,6482734.78439417,38,4432507.62308673,37.8271860392751,37.9582,22.4790587840769,140441020422.388,1726831.63152408,1726831.63152408,433277.081642983,2166385.40821491,3466216.65314386,3466216.65314386,1726831.63152408,2623091.38325045,79.7102687719348,45492.979949631,57072.922536235,91316.6760579759,91316.6760579759,69104.7358212573,45492.979949631,1292215494.4286,1621140556.08802,2593824889.74083,2593824889.74083,1962900879.77294,1292215494.4286,491615539.007842,616753081.606638,986804930.570621,986804930.570621,746773721.712144,491615539.007842,0.661117805818619,0.661117805818619,0.363875216383025,0.869962969576663,0.661117805818619,0.505067952995519,14322.3596763652,854306672.321456,325015786.455202,1297708722.67492,493705404.341336,854306672.321456,325015786.455202,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Aceh,2040,88114.8746697968,IDN,22274.1940080113,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,22045.1433877897,21151.6647870628,893.478600726894,12921.5096013579,9870.72793565409,67.8619130474937,South-East Asia,6526446.26325225,38,4451108.0257906,37.9341884714353,38.0715,22.5153490807406,145371330250.541,1791836.44555628,1791836.44555628,445483.880160226,2227419.40080113,3563871.0412818,3563871.0412818,1791836.44555628,2706902.01103974,80.4445020507507,47065.034095223,58506.2159568477,93609.9455309563,93609.9455309563,71100.4822778124,47065.034095223,1600967520.10708,1990151569.45973,3184242511.13556,3184242511.13556,2418559021.1286,1600967520.10708,608151289.949661,755988631.225526,1209581809.96084,1209581809.96084,918725564.41393,608151289.949661,0.641861947396717,0.641861947396717,0.338525929585695,0.861349474828379,0.641861947396717,0.48101709809097,14296.9575426744,1027600130.17482,390349171.278915,1552381003.1955,589694979.897874,1027600130.17482,390349171.278915,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Aceh,2041,88881.5613597912,IDN,22835.7817990268,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,22609.9928507667,21580.9564379998,1029.0364127669,14934.0285132419,11401.9856784619,67.8782725260337,South-East Asia,6568733.5078673,38,4468641.8361173,38.0400025401764,38.185,22.5515817833623,150002165081.614,1851987.16253594,1851987.16253594,456715.635980536,2283578.17990268,3653725.08784429,3653725.08784429,1851987.16253594,2784176.15160109,81.1002302804833,48500.3839867996,59803.016365135,95684.826184216,95684.826184216,72912.8231400049,48500.3839867996,1905762226.22634,2349885098.51983,3759816157.63173,3759816157.63173,2865018639.55475,1905762226.22634,724306117.362045,893099951.574797,1428959922.51967,1428959922.51967,1088882179.7538,724306117.362045,0.623166939220114,0.623166939220114,0.31494259526933,0.852821262206316,0.623166939220114,0.4581115219914,14230.5042483979,1187608013.39878,451363626.21491,1785384896.41991,678555375.128499,1187608013.39878,451363626.21491,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Aceh,2042,89654.918983414,IDN,23411.5286140188,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,23175.3860406998,22034.9001046973,1140.48593600246,16626.1065013182,12682.9070929432,67.8804997757111,South-East Asia,6609405.60078271,38,4485080.68135418,38.1444955203982,38.3005,22.5883283694298,154736288344.381,1914157.09771051,1914157.09771051,468230.572280377,2341152.86140188,3745844.57824301,3745844.57824301,1914157.09771051,2863656.24301516,81.7613035555615,49977.3396616365,61125.9085756552,97801.4537210484,97801.4537210484,74768.1164218525,49977.3396616365,2183069249.23812,2670051912.46076,4272083059.93722,4272083059.93722,3265959670.70443,2183069249.23812,830928571.86692,1016285865.96868,1626057385.54989,1626057385.54989,1243102666.53268,830928571.86692,0.605016445844771,0.605016445844771,0.293002188743336,0.844377487332986,0.605016445844771,0.436296687610857,14164.3598338468,1320792798.20706,502725451.301795,1975959312.24195,752097557.125757,1320792798.20706,502725451.301795,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Aceh,2043,90435.0055843959,IDN,24001.7914371726,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,23736.5447486259,22498.8203180169,1237.72443060903,18102.4895853624,13800.0144064765,67.9144267060848,South-East Asia,6648456.39213378,38,4498303.37939273,38.2356004721994,38.419,22.6258992539109,159574863703.132,1978414.03484589,1978414.03484589,480035.828743452,2400179.14371726,3840286.62994762,3840286.62994762,1978414.03484589,2945405.25873116,82.4277654451172,51495.7191713966,62473.7537082501,99958.0059332001,99958.0059332001,76665.32858042,51495.7191713966,2448731384.78855,2970760364.01712,4753216582.4274,4753216582.4274,3645600046.77588,2448731384.78855,932200719.990952,1130930475.86209,1809488761.37935,1809488761.37935,1387833312.18544,932200719.990952,0.587394607616282,0.587394607616282,0.27259025580509,0.836017314191075,0.587394607616282,0.415520654867483,14098.5228633258,1438371610.92554,547569676.138701,2141405809.00182,815205803.847971,1438371610.92554,547569676.138701,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Aceh,2044,91221.8797115048,IDN,24606.9362531317,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,24293.5616259674,22969.3071295966,1324.25449637082,19410.5565463494,14790.7577510385,67.9725654762515,South-East Asia,6685776.00051563,38,4510379.39030504,38.3236654279613,38.5383,22.6635910792109,164516463847.406,2044828.03316237,2044828.03316237,492138.725062635,2460693.62531317,3937109.80050108,3937109.80050108,2044828.03316237,3029487.96990617,83.0996598734281,53059.6324477824,63850.6012282112,102160.961965138,102160.961965138,78609.7977831449,53059.6324477824,2707872717.22037,3258584597.51198,5213735356.01916,5213735356.01916,4011813065.84955,2707872717.22037,1029916995.95619,1239375705.6586,1983001129.05376,1983001129.05376,1525859924.96682,1029916995.95619,0.570286026811925,0.570286026811925,0.253600315678782,0.827739915040669,0.570286026811925,0.39573395701665,14032.9919078128,1544261973.01601,587347271.569931,2287880933.6355,870176594.080871,1544261973.01601,587347271.569931,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Aceh,2045,92015.6004229417,IDN,25227.3382739225,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,24855.8537528575,23453.4961367007,1402.35761615686,20580.4769808209,15678.6725029751,68.0466253211138,South-East Asia,6721281.54169998,38,4521643.79518445,38.4100588239492,38.6534,22.6998301882028,169560043086.737,2113471.50372011,2113471.50372011,504546.76547845,2522733.82739225,4036374.1238276,4036374.1238276,2113471.50372011,3115970.99672455,83.7770311228119,54677.5058266572,65265.5090468691,104424.814474991,104424.814474991,80613.1154497288,54677.5058266572,2963842859.7724,3537774996.38008,5660439994.20813,5660439994.20813,4369705658.98056,2963842859.7724,1125289150.03422,1343195306.58065,2149112490.52903,2149112490.52903,1659056366.8654,1125289150.03422,0.553675754186335,0.553675754186335,0.235933305548397,0.819544470337295,0.553675754186335,0.376889482873,13967.7655449278,1641007930.67426,623045318.822894,2419400076.30836,918579285.161839,1641007930.67426,623045318.822894,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Aceh,2046,92766.6954417819,IDN,25797.7023007031,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,25425.2839933388,23952.9389176193,1472.34507571951,21627.8570634434,16474.2757896511,68.1204712514883,South-East Asia,6754963.0806934,38,4532372.5662959,38.4938130176141,38.7657,22.7350690880452,174262526607.969,2176684.47487586,2176684.47487586,515954.046014062,2579770.23007031,4127632.3681125,4127632.3681125,2176684.47487586,3195499.82089987,84.3751295950314,56149.7528711171,66547.7530412274,106476.404865964,106476.404865964,82431.1136107401,56149.7528711171,3204830667.97858,3798311994.7318,6077299191.57088,6077299191.57088,4704878425.76449,3204830667.97858,1214398829.24419,1439285290.669,2302856465.0704,2302856465.0704,1782808342.75355,1214398829.24419,0.537549275909063,0.537549275909063,0.219497063787175,0.811430168650788,0.537549275909063,0.358942364640953,13867.5361918605,1722754404.98304,652799211.325029,2529103991.00987,958347333.731808,1722754404.98304,652799211.325029,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Aceh,2047,93523.921418033,IDN,26380.9616682253,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,25987.9168238726,24452.7597951123,1535.15702876026,22572.1932621467,17191.8795259067,68.1936116451469,South-East Asia,6786939.72567379,39,4542302.16410172,38.5731434810786,37.9489,22.4760745679195,179045996747.556,2241788.11724025,2241788.11724025,527619.233364506,2638096.16682253,4220953.86691605,4220953.86691605,2241788.11724025,3277058.4566111,84.9774979939561,59073.8629377992,69517.0654965632,111227.304794501,111227.304794501,86354.5045208452,59073.8629377992,3441496785.1726,4049891873.04311,6479826996.86898,6479826996.86898,5030799323.32479,3441496785.1726,1333426650.97357,1569152637.40573,2510644219.84917,2510644219.84917,1949210565.10144,1333426650.97357,0.521892500882585,0.521892500882585,0.204205849187784,0.803396206584938,0.521892500882585,0.341849871086622,13768.0260607177,1796091363.99311,695905369.620085,2625536440.28839,1017278376.56755,1796091363.99311,695905369.620085,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
Aceh,2048,94287.3283968127,IDN,26977.4079268062,S_70_30_30_TO_70_70_70,70-30-30 -> 70-70-70 hypertension/cholesterol + diabetes cascade (subnational),cascade_70_30_30_to_70_70_70_subnational,cascade_subnational,26538.9729642283,24947.7100210816,1591.26294314667,23419.5760129802,17835.950281461,68.2673269172468,South-East Asia,6817189.04447549,39,4547703.07937974,38.6261822697999,38.0645,22.5131104825524,183910089766.969,2308838.97992896,2308838.97992896,539548.158536123,2697740.79268061,4316385.26828898,4316385.26828898,2308838.97992896,3360698.71067061,85.584166803319,60655.9650048985,70872.8813640167,113396.610182427,113396.610182427,88289.5798098126,60655.9650048985,3673969910.4535,4292814953.60778,6868503925.77244,6868503925.77244,5347755321.37093,3673969910.4535,1420536983.07288,1659812832.36351,2655700531.78162,2655700531.78162,2067704525.50998,1420536983.07288,0.506691748429694,0.506691748429694,0.189979893685212,0.795441788697959,0.506691748429694,0.325571305796783,13669.2299905345,1861570237.60577,719774367.662242,2709663493.95964,1047688821.26665,1861570237.60577,719774367.662242,2025,PPP_international_dollars,2023,societal,partial_mortality_benefit,3
